,anime_id,name,genre,type,episodes,rating,members,Anime_img_url,Sub_Dub
5740,28179,Miss Monochrome: The Animation - Manager,"Comedy, Music, Slice of Life",OVA,1,6.37,3808,,
5741,32233,MitchiriNeko March,Music,Music,1,6.37,126,,
5742,4614,Moero Arthur: Hakuba no Ouji,"Adventure, Drama, Historical, Romance",TV,22,6.37,267,,
5743,9290,Moyashimon CGI Anime,"Comedy, School, Supernatural",OVA,1,6.37,1415,,
5744,7108,Shikabane Hime: Puchitto,Comedy,Special,1,6.37,3377,,
5745,835,Sister Princess: Re Pure,"Drama, Romance",TV,13,6.37,5782,https://img.zorores.com/_r/300x400/100/0b/64/0b64aa58d0379436b741840c583d51ca/0b64aa58d0379436b741840c583d51ca.jpg,['SUB']
5746,2714,Sotsugyou: Graduation,"Drama, School",OVA,2,6.37,548,,
5747,8042,Taishou Yakyuu Musume. Specials,"School, Sports",Special,2,6.37,907,,
5748,8011,Time Bokan Series: Gyakuten Ippatsuman,"Action, Comedy, Mecha, Sci-Fi",TV,58,6.37,334,,
5749,5344,Time Bokan Series: Itadakiman,Mecha,TV,20,6.37,298,,
5750,2103,TO-Y,"Drama, Music, Shounen",OVA,1,6.37,1275,,
5751,6276,Umezu Kazuo no Noroi,Horror,OVA,1,6.37,2361,,
5752,11699,Yurumates wa?,"Comedy, Seinen, Slice of Life",OVA,1,6.37,1747,,
5753,25833,Zephyr,"Drama, Music",Special,1,6.37,1478,,
5754,33964,91 Days Recap,"Action, Drama, Historical",Special,1,6.35,9453,,
5755,14007,"Akai Shouzou: Char, Soshite Frontal e","Drama, Mecha, Military, Sci-Fi, Shounen, Space",Special,1,6.36,686,,
5756,5098,Andersen Monogatari,"Drama, Fantasy, Kids",Movie,1,6.36,364,,
5757,1380,Blue Gender: The Warrior,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,6.36,7197,,
5758,2885,Ganbare Goemon,"Comedy, Shounen",TV,23,6.36,713,,
5759,20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Magic,Special,1,6.36,4545,,
5760,5652,Glass no Kantai: La Legende du Vent de l&#039;Univers Specials,"Adventure, Sci-Fi",Special,2,6.36,1005,,
5761,13215,Guskou Budori no Denki (2012),"Drama, Fantasy, Kids, Slice of Life",Movie,1,6.36,2936,,
5762,2739,Highschool Aurabuster: Hikari no Mezame,"Drama, Fantasy, Super Power",OVA,3,6.36,347,,
5763,3834,Hoshi no Ko Chobin,"Adventure, Sci-Fi",TV,26,6.36,231,,
5764,10832,Ikoku Meiro no Croisée: Yune &amp; Alice,"Historical, Seinen, Slice of Life",Special,7,6.36,3409,,
5765,28713,Isuca: Gokuraku,"Comedy, Ecchi, Romance, Seinen, Supernatural",OVA,1,6.36,9464,https://img.zorores.com/_r/300x400/100/a1/7a/a17a1f88ef57e848d5a056b2ace1d6c0/a17a1f88ef57e848d5a056b2ace1d6c0.jpg,['SUB']
5766,2609,Kakyuusei (1999),"Drama, Harem, Romance, School",TV,14,6.36,1578,,
5767,1777,Kaze no Tairiku,"Action, Adventure, Fantasy, Supernatural",Movie,1,6.36,2552,,
5768,2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,"Harem, Romance, School",TV,13,6.36,12622,https://img.zorores.com/_r/300x400/100/cf/2b/cf2b87fd837bdf4e7d3e33ef1aa6d019/cf2b87fd837bdf4e7d3e33ef1aa6d019.jpg,['SUB']
5769,19401,Kuusou no Sora Tobu Kikaitachi,Historical,Movie,1,6.36,651,,
5770,10562,Machine Hayabusa,"Action, Cars, Shounen, Sports",TV,21,6.36,227,,
5771,499,Makai Toshi Shinjuku,"Adventure, Horror, Romance, Shounen, Supernatural",OVA,1,6.36,7293,,
5772,1832,Meiou Project Zeorymer,"Action, Drama, Mecha, Psychological, Sci-Fi",OVA,4,6.36,2504,,
5773,9254,Mianhada Saranghanda,Drama,Movie,1,6.36,969,,
5774,337,Psychic Academy,"Comedy, Romance, Supernatural",TV,24,6.36,7751,https://img.zorores.com/_r/300x400/100/6f/7c/6f7cf601ed2defb6fcf994341507213d/6f7cf601ed2defb6fcf994341507213d.jpg,['SUB']
5775,18413,Puchitto Gargantia,"Mecha, Sci-Fi",ONA,13,6.36,7170,,
5776,32308,Rilu Rilu Fairilu: Yousei no Door,"Fantasy, Magic",TV,Unknown,6.36,1293,,
5777,9424,Seupideuwang Beongae,"Action, Game, School, Shounen, Sports",TV,26,6.36,226,,
5778,22231,Tenshi no Shippo Chu!: Shoushuuhen Tenshi no Utagoe,"Fantasy, Magic, Romance",OVA,1,6.36,289,,
5779,13843,Wild Adapter,"Action, Drama, Mystery, Shoujo",OVA,2,6.36,5196,,
5780,15313,Wooser no Sono Higurashi,"Comedy, Fantasy, Slice of Life",TV,12,6.36,8081,,
5781,2840,Youkoso Lodoss-tou e!,"Comedy, Parody",Movie,1,6.36,1156,,
5782,8812,Alice SOS,Adventure,TV,28,6.35,734,,
5783,24531,Ane Log: Moyako Neesan no Tomaranai Monologue,"Comedy, Ecchi, School, Shounen",OVA,3,6.35,9588,,
5784,20365,Another: Misaki Mei - Shizuka ni,Music,Music,1,6.36,10775,,
5785,10194,Badaui Jeonseol Jangbogo,"Action, Adventure, Comedy, Mystery",TV,26,6.35,371,,
5786,25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,6.35,22127,,
5787,6872,Cyborg 009,"Action, Adventure, Drama, Sci-Fi, Shounen",Movie,1,6.35,1216,https://img.zorores.com/_r/300x400/100/54/eb/54ebcc8883ba0b6520539275698d205c/54ebcc8883ba0b6520539275698d205c.jpg,['DUB']
5788,6628,Dengeki Bunko 2007 Movie Festival Special,Comedy,Special,1,6.35,2793,,
5789,8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,"Action, Adventure, Fantasy, Kids, Supernatural",Movie,1,6.35,3720,,
5790,21997,Duel Masters Victory V,"Action, Adventure, Comedy, Shounen",TV,51,6.35,363,,
5791,9880,Esper Mami: Hoshizora no Dancing Doll,"Fantasy, Shounen",Movie,1,6.35,236,https://img.zorores.com/_r/300x400/100/76/e8/76e8695c8f0c1486b40626b4f118d528/76e8695c8f0c1486b40626b4f118d528.jpg,['SUB']
5792,8584,Future War 198X-nen,"Drama, Military",Movie,1,6.35,444,,
5793,3215,Fuyu no Hi,Historical,Movie,1,6.35,2380,,
5794,2423,Grey: Digital Target,"Action, Fantasy, Sci-Fi",Movie,1,6.35,1052,https://img.zorores.com/_r/300x400/100/3c/06/3c06248caf3bc93c53ca49d3b21ed2d9/3c06248caf3bc93c53ca49d3b21ed2d9.jpg,"['SUB', 'DUB']"
5795,1977,Hijikata Toshizou: Shiro no Kiseki,"Action, Drama, Historical, Samurai",OVA,1,6.35,1965,,
5796,7230,Hoshi ni Negai wo: Cold Body + Warm Heart,"Adventure, Sci-Fi",ONA,1,6.35,1217,,
5797,848,Jinki:Extend OVA,"Mecha, Sci-Fi",OVA,1,6.35,1985,,
5798,577,Kagihime Monogatari Eikyuu Alice Rinbukyoku,"Fantasy, Magic",TV,13,6.35,5623,,
5799,3214,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,"Action, Adventure, Super Power",OVA,1,6.35,437,,
5800,14247,Lunn wa Kaze no Naka,"Drama, Romance",OVA,1,6.35,403,,
5801,2059,Mainichi ga Nichiyoubi,"Comedy, Romance",OVA,6,6.35,735,,
5802,15565,Maken-Ki! Two,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,10,6.35,49842,https://img.zorores.com/_r/300x400/100/25/c1/25c19c5d8dcfafec9962a1885d9e5125/25c19c5d8dcfafec9962a1885d9e5125.jpg,"['SUB', 'DUB']"
5803,31923,Mini Hama: Minimum Hamatora Movies,"Comedy, Mystery, School, Super Power",Movie,2,6.35,833,,
5804,9523,Minori Scramble!,Comedy,OVA,1,6.35,2208,,
5805,5585,New Dream Hunter Rem: Yume no Kishitachi,"Ecchi, Magic",OVA,1,6.35,586,,
5806,4024,Sanrio Anime Sekai Meisaku Gekijou,"Adventure, Fantasy, Kids",TV,13,6.35,611,,
5807,2406,Sazae-san,"Comedy, Slice of Life",TV,Unknown,6.35,1632,,
5808,19573,Short Peace Opening,"Fantasy, Sci-Fi, Supernatural",Special,1,6.35,2790,,
5809,10349,Suzy&#039;s Zoo: Daisuki! Witzy,Kids,TV,25,6.35,369,,
5810,30585,Taifuu no Noruda,"Drama, School, Sci-Fi, Supernatural",Movie,1,6.35,14281,,
5811,4451,Tanin no Kankei,"Comedy, Ecchi, Romance, School",OVA,2,6.35,868,,
5812,17959,Tetsuwan Atom: Atom Tanjou no Himitsu,"Drama, Mecha, Sci-Fi",Movie,1,6.35,342,,
5813,5475,Time Bokan 2000: Kaitou Kiramekiman,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,26,6.35,305,,
5814,12867,Tsuki no Sango,Drama,Movie,1,6.35,1661,,
5815,2566,Uchuujin Tanaka Tarou,"Comedy, School, Shounen",TV,24,6.35,386,,
5816,6822,Ukkari Pénélope (2009),"Comedy, Slice of Life",TV,26,6.35,317,,
5817,3290,Vampiyan Kids,"Comedy, Fantasy, Kids",TV,23,6.35,435,,
5818,8240,Wanpaku Oomukashi Kum Kum,"Adventure, Comedy, Historical, Kids",TV,26,6.35,229,,
5819,547,Wind: A Breath of Heart OVA,"Drama, Romance, School, Supernatural",OVA,3,6.35,2043,https://img.zorores.com/_r/300x400/100/e7/e7/e7e744e37c8053c9786fca1e3401e238/e7e744e37c8053c9786fca1e3401e238.jpg,['SUB']
5820,1630,Yousei Hime Ren,"Adventure, Comedy, Fantasy",OVA,2,6.35,2253,,
5821,9595,Amanatsu,Sci-Fi,Movie,1,6.34,1305,,
5822,27619,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,"Comedy, Ecchi, Romance, Shounen, Slice of Life",OVA,6,6.34,2866,,
5823,10901,Aoi Hitomi no Onnanoko no Ohanashi,"Drama, Historical",Special,1,6.34,373,https://img.zorores.com/_r/300x400/100/d9/6a/d96a53234189fe252a6edca13f19817f/d96a53234189fe252a6edca13f19817f.jpg,['SUB']
5824,2309,"Azusa, Otetsudai Shimasu!","Comedy, Sci-Fi, Slice of Life, Sports",OVA,1,6.34,1973,,
5825,2023,Bakuen Campus Guardress,"Action, Comedy, School, Shounen, Supernatural",OVA,4,6.34,1491,,
5826,6920,Blade,"Action, Drama, Horror, Vampire",TV,12,6.34,14100,,
5827,693,Burn Up Scramble,"Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen",TV,12,6.34,5899,https://img.zorores.com/_r/300x400/100/da/39/da39f2599ddb28a18ff8f68dcf052619/da39f2599ddb28a18ff8f68dcf052619.jpg,"['SUB', 'DUB']"
5828,6645,Chuu Bra!!,"Comedy, Ecchi, School",TV,12,6.34,32470,,
5829,17205,Cowboy Bebop: Ein no Natsuyasumi,Adventure,Special,1,6.34,9456,,
5830,8550,Dr. Slump Movie 10: Arale no Bikkuriman,"Comedy, Sci-Fi, Shounen",Movie,1,6.34,513,,
5831,14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen",ONA,10,6.34,16438,,
5832,6557,Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,"Adventure, Comedy, Fantasy, Magic",OVA,4,6.34,464,,
5833,8178,Fujoshi no Hinkaku,Slice of Life,OVA,1,6.34,633,,
5834,5862,Fumoon,Sci-Fi,Special,1,6.34,354,https://img.zorores.com/_r/300x400/100/df/5a/df5a758f93d0aac6d7b5d89c5cf44355/df5a758f93d0aac6d7b5d89c5cf44355.jpg,['SUB']
5835,20929,Galo Sengen,Music,Music,1,6.34,586,https://img.zorores.com/_r/300x400/100/e9/d4/e9d456181e6a1fcf006bd8524269b99d/e9d456181e6a1fcf006bd8524269b99d.png,['SUB']
5836,33498,Ganbare! Kickers: Hitoribocchi no Ace Striker,"Drama, Shounen, Sports",Special,1,6.34,145,,
5837,8150,Gegege no Kitarou: Chisougan,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.34,188,,
5838,7596,Haiyoru! Nyaruani,"Comedy, Parody, Sci-Fi",OVA,9,6.34,18386,https://img.zorores.com/_r/300x400/100/a8/85/a885ff75d9b97fc384c4c1adce936204/a885ff75d9b97fc384c4c1adce936204.jpg,['SUB']
5839,1850,Haou Daikei Ryuu Knight: Adeu Legend II,"Action, Adventure, Fantasy, Mecha",OVA,3,6.34,430,,
5840,30155,Hoshi no Kirby: Tokubetsu-hen - Taose!! Koukaku Majuu Ebizou,"Action, Adventure, Comedy, Fantasy",Special,1,6.34,384,,
5841,12579,Itsuka Tenma no Kuro Usagi Picture Drama,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",Special,6,6.34,3463,,
5842,31762,King of Prism by Pretty Rhythm,"Music, Shoujo, Sports",Movie,1,6.34,2897,,
5843,8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,"Adventure, Comedy, Drama",Movie,1,6.34,233,,
5844,6994,Koneko no Studio,Comedy,Movie,1,6.34,373,,
5845,3448,Mad★Bull 34,"Action, Police",OVA,4,6.34,3216,,
5846,10465,Manyuu Hikenchou,"Action, Comedy, Ecchi, Samurai, Seinen",TV,12,6.34,32171,https://img.zorores.com/_r/300x400/100/5d/d2/5dd2044fa8ef0bdfc6d10146196b6a5c/5dd2044fa8ef0bdfc6d10146196b6a5c.jpg,['SUB']
5847,1162,Maze☆Bakunetsu Jikuu,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,2,6.34,1835,,
5848,1071,Memories Off #5 Togireta Film The Animation,"Drama, Romance",OVA,1,6.34,2068,,
5849,21479,Metal Fight Beyblade Zero G Specials,"Adventure, Sports",Special,7,6.34,915,,
5850,24713,Miss Monochrome: The Animation - Soccer-hen,"Comedy, Slice of Life, Sports",ONA,1,6.34,5455,,
5851,8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!","Comedy, Seinen, Slice of Life",Movie,1,6.34,175,,
5852,9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Comedy, Ecchi, Harem, Romance",TV,12,6.34,51637,,
5853,11595,Perman (1983),"Comedy, Kids, School, Super Power",TV,526,6.34,447,https://img.zorores.com/_r/300x400/100/ea/29/ea29478b5f4562aaa7462549fe9cd0a7/ea29478b5f4562aaa7462549fe9cd0a7.jpg,['SUB']
5854,22215,Pretty Rhythm: All Star Selection,"Music, Shoujo, Sports",TV,11,6.34,1145,,
5855,30912,Robot Girls Z Episode 0,"Comedy, Mecha, Parody",ONA,1,6.34,1271,,
5856,4213,Saishuu Shiken Kujira Progressive,"Drama, Romance",OVA,1,6.34,1710,https://img.zorores.com/_r/300x400/100/75/2e/752e82793f8f38efddcd767bbded91ce/752e82793f8f38efddcd767bbded91ce.jpg,['SUB']
5857,7759,Saki Picture Drama,"Comedy, Slice of Life",Special,7,6.34,2767,,
5858,2770,SF Shinseiki Lensman,"Action, Adventure, Sci-Fi, Space",Movie,1,6.34,1405,,
5859,4948,Shounen Sarutobi Sasuke,"Adventure, Fantasy",Movie,1,6.34,564,,
5860,5369,Street Fighter: Aratanaru Kizuna,"Action, Adventure, Shounen",OVA,1,6.34,5106,,
5861,1582,Submarine 707R,"Action, Adventure, Military, Sci-Fi",OVA,2,6.34,1712,,
5862,25169,Tamayura: More Aggressive Picture Drama,"Comedy, Drama",Special,1,6.34,809,,
5863,31668,Teekyuu 5 Specials,"Comedy, School, Shounen, Sports",Special,2,6.35,1308,,
5864,30178,Tiger &amp; Bunny Recaps,"Action, Comedy, Mystery, Super Power",OVA,2,6.34,516,,
5865,33023,Touken Ranbu: Hanamaru,"Action, Comedy, Drama, Fantasy, Historical, Slice of Life",TV,12,6.34,30310,,
5866,2516,Uchuu no Senshi,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.34,2596,,
5867,12411,UN-GO: Inga Nikki,Parody,ONA,10,6.34,4951,,
5868,1959,Wild 7,"Action, Drama, Police, Shounen",OVA,2,6.34,679,,
5869,16233,Yowai Mushi,"Drama, Music",Special,1,6.34,1154,,
5870,16574,Yu☆Gi☆Oh! Zexal Special,"Action, Fantasy, Game, Shounen",Special,1,6.34,1965,,
5871,1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,"Adventure, Comedy, Fantasy, Game, Sci-Fi",Special,1,6.33,8891,,
5872,33326,Aftermath,"Drama, Military, Music",Music,1,6.33,258,,
5873,6688,Batain Lai!! Minami no Shima no Mizu Monogatari,"Historical, Slice of Life",Movie,1,6.33,334,,
5874,3120,Bobby ni Kubittake,"Drama, Romance, Slice of Life",Movie,1,6.33,1470,,
5875,1494,Darkside Blues,"Horror, Mystery, Psychological, Sci-Fi",Movie,1,6.33,5224,,
5876,3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",OVA,1,6.33,1568,https://img.zorores.com/_r/300x400/100/c3/57/c35773607467f9b29219648c17f58b76/c35773607467f9b29219648c17f58b76.jpg,['SUB']
5877,11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,"Comedy, Ecchi, School, Seinen, Shoujo Ai",TV,12,6.33,17103,https://img.zorores.com/_r/300x400/100/cb/16/cb163c64db0c5fea787287986b742dfd/cb163c64db0c5fea787287986b742dfd.jpg,['SUB']
5878,16646,Hanamaru Youchien: Panda Neko Taisou,"Comedy, Kids, Music",Special,8,6.34,1430,,
5879,7405,Jankenman,"Adventure, Super Power",TV,51,6.33,255,,
5880,2738,Kasumin 3rd Season,"Fantasy, Kids",TV,26,6.33,287,,
5881,511,Kidou Shinsengumi Moeyo Ken TV,"Adventure, Comedy, Fantasy, Historical",TV,13,6.33,3424,,
5882,23367,Kitakubu Katsudou Kiroku: Miniature Theater,"Comedy, School",Special,6,6.33,1154,,
5883,7376,Kurumiwari Ningyou,"Drama, Fantasy, Romance",Movie,1,6.33,225,,
5884,12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,Mystery,ONA,1,6.33,2609,,
5885,30652,Long Riders!,"Comedy, Shounen, Slice of Life, Sports",TV,12,6.33,11562,https://img.zorores.com/_r/300x400/100/14/18/1418a8ccc4d01ccbe57971a184ceb802/1418a8ccc4d01ccbe57971a184ceb802.jpg,['SUB']
5886,15177,Macross FB7: Ore no Uta wo Kike!,"Action, Mecha, Music, Romance, Sci-Fi",Movie,1,6.33,2398,,
5887,22435,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Action, Mecha, Sci-Fi",Special,1,6.33,1555,,
5888,16397,Photokano,"Ecchi, Romance, School",TV,13,6.33,53319,,
5889,31113,Puchitto Furikaerintia,"Action, Adventure, Mecha, Sci-Fi",Special,1,6.33,1003,,
5890,818,Sakura Tsuushin,"Comedy, Drama, Romance, Slice of Life",OVA,12,6.33,7342,,
5891,1100,Soreyuke! Uchuu Senkan Yamamoto Yohko,"Adventure, Comedy, Sci-Fi",OVA,3,6.33,1735,,
5892,21507,Soul Eater NOT!,"Action, Comedy, Ecchi, Shounen, Supernatural",TV,12,6.33,92269,https://img.zorores.com/_r/300x400/100/75/f1/75f19bf74cbb8a0d91ce28a3d63cc1b4/75f19bf74cbb8a0d91ce28a3d63cc1b4.jpg,"['SUB', 'DUB']"
5893,4599,Tanoshii Willow Town,"Fantasy, Kids",TV,26,6.33,295,,
5894,3115,Toki no Tabibito: Time Stranger,"Action, Adventure, Romance, Sci-Fi",Movie,1,6.33,941,,
5895,5308,Ushio to Tora: Comically Deformed Theater,"Action, Comedy",OVA,1,6.33,1501,,
5896,6425,Weiß Survive,"Comedy, Ecchi, Game",TV,16,6.33,13591,,
5897,6987,Aki-Sora,"Ecchi, Romance, Seinen",OVA,1,6.32,54567,,
5898,2537,Angelique: Twin Collection,"Fantasy, Sci-Fi, Shoujo",OVA,8,6.32,906,,
5899,7334,Bakugan Battle Brawlers: Gundalian Invaders,"Action, Adventure, Fantasy, Game, Shounen",TV,39,6.32,11110,https://img.zorores.com/_r/300x400/100/0e/3f/0e3ff99be6dd1e0500516b10928dea79/0e3ff99be6dd1e0500516b10928dea79.jpg,['DUB']
5900,17295,Cosmic Break,"Drama, Game, Mecha",ONA,4,6.32,280,,
5901,6496,Cutey Honey Flash: The Movie,"Adventure, Comedy, Magic, Romance",Movie,1,6.32,1577,,
5902,9972,Document Taiyou no Kiba Dagram,"Drama, Mecha, Military, Sci-Fi, Shounen",Movie,1,6.32,336,,
5903,23333,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",TV,12,6.32,80121,https://img.zorores.com/_r/300x400/100/9c/12/9c12e6be0f07f8670959bb52b09a4833/9c12e6be0f07f8670959bb52b09a4833.jpg,['SUB']
5904,7252,Enchanted Journey,"Adventure, Drama, Fantasy, Kids",Movie,1,6.32,223,,
5905,2196,Genmu Senki Leda,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi",OVA,1,6.32,1925,,
5906,9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),"Comedy, Sci-Fi",TV,11,6.32,17934,,
5907,17897,Hana wa Saku,Music,Special,1,6.32,762,,
5908,7723,Hipira-kun,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10,6.32,1923,,
5909,7169,Ibara-Hime matawa Nemuri-Hime,"Drama, Historical",Movie,1,6.32,586,,
5910,9172,Kaitei Sanman Mile,"Adventure, Fantasy",Movie,1,6.32,189,,
5911,1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,7,6.32,4503,,
5912,3723,Koala Boy Kokki,Comedy,TV,26,6.32,360,,
5913,5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"Action, Adventure, Game, Kids, Sci-Fi",TV,30,6.32,1710,,
5914,29301,Kurage no Shokudou,"Drama, Slice of Life",OVA,1,6.32,8112,,
5915,33795,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season,"Comedy, Magic",TV,12,6.32,5676,,
5916,18449,Mobile Suit Gundam Battlefield Record: Avant-Title,"Mecha, Sci-Fi, Space",ONA,1,6.32,1169,,
5917,28381,Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural",ONA,8,6.32,244,,
5918,4719,Queen&#039;s Blade: Rurou no Senshi,"Action, Adventure, Ecchi, Fantasy",TV,12,6.32,51170,,
5919,3877,Sasurai no Shoujo Nell,"Adventure, Historical, Shoujo",TV,26,6.32,356,,
5920,445,Tales of Eternia The Animation,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,13,6.32,11582,,
5921,17969,Tanken Driland: 1000-nen no Mahou,"Adventure, Fantasy",TV,51,6.32,680,,
5922,4033,The iDOLM@STER Live For You!,"Comedy, Drama, Music",OVA,1,6.32,6601,,
5923,176,Triangle Heart: Sweet Songs Forever,"Adventure, Romance",OVA,4,6.32,4543,,
5924,30865,Umi ni Ochita Tsuki no Hanashi,Kids,Movie,1,6.32,293,,
5925,7818,Yousei Ou,"Fantasy, Shoujo",OVA,1,6.32,374,,
5926,16576,Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special,"Action, Fantasy, Game, Shounen",Special,1,6.32,1832,,
5927,19029,Yuyushiki: Nyanyashiki,Comedy,Special,6,6.32,6805,,
5928,12131,30-sai no Hoken Taiiku Specials,"Ecchi, Parody, Romance, Seinen",Special,3,6.31,3073,,
5929,24699,Ai Tenchi Muyou!,"Comedy, Sci-Fi, Shounen",TV,50,6.31,15313,https://img.zorores.com/_r/300x400/100/99/4b/994b5c32a175fcf07fb0262fcd428df0/994b5c32a175fcf07fb0262fcd428df0.jpg,"['SUB', 'DUB']"
5930,6077,Akubi Girl,"Comedy, Fantasy",TV,26,6.31,328,,
5931,231,Asagiri no Miko,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural",TV,26,6.31,4721,,
5932,9164,Attack No.1: Namida no Fushichou,"Drama, Shoujo, Sports",Movie,1,6.31,248,,
5933,25965,Backkom 2,"Comedy, Kids",TV,52,6.31,162,,
5934,31049,Beyblade Burst,"Action, Adventure, Sci-Fi, Shounen, Sports",TV,Unknown,6.31,3221,https://img.zorores.com/_r/300x400/100/f2/89/f289c589d1ad9748c16b7d5525a003d7/f289c589d1ad9748c16b7d5525a003d7.jpg,"['SUB', 'DUB']"
5935,4095,Chuumon no Ooi Ryouriten (1991),"Fantasy, Horror, Supernatural",Movie,1,6.31,2304,,
5936,2285,D.I.C.E.,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen",TV,40,6.31,2744,,
5937,6215,Dr.,"Action, Adventure, Magic, Music, Sci-Fi, Super Power",Music,1,6.31,1616,,
5938,12485,Gregory Horror Show: The Bloody Karte,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",Special,12,6.31,399,,
5939,1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,"Comedy, Drama, Romance",Movie,1,6.31,399,,
5940,6992,Hoshi ni Negai wo: Fantastic Cat,"Adventure, Sci-Fi",ONA,1,6.31,1140,,
5941,32065,Kimi no Sumu Machi,Comedy,Special,1,6.31,398,,
5942,31091,Komori-san wa Kotowarenai!,"Comedy, School, Slice of Life",TV,12,6.31,24377,,
5943,23989,Maken-Ki! Two Specials,Ecchi,Special,5,6.32,7858,https://img.zorores.com/_r/300x400/100/ed/78/ed788e4f862baa18e1f4decf45a6b4cf/ed788e4f862baa18e1f4decf45a6b4cf.jpg,['SUB']
5944,6695,Mangchi,"Adventure, Comedy, Fantasy",Movie,1,6.31,461,,
5945,1628,Maou Dante,"Action, Demons, Horror, Shounen, Supernatural",TV,13,6.31,3907,,
5946,3898,Mazinger Z tai Devilman,"Adventure, Demons, Mecha, Sci-Fi, Shounen",Movie,1,6.31,1481,,
5947,7740,Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials,"Action, Adventure, Ecchi, Fantasy",Special,6,6.31,7496,,
5948,2244,Rakugo Tennyo Oyui,"Comedy, Historical",TV,12,6.31,1086,,
5949,2068,Sousei Kishi Gaiarth,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.31,1104,,
5950,7705,Starry☆Sky,"Harem, School, Shoujo",ONA,26,6.31,37155,,
5951,3989,Suna no Bara: Yuki no Mokushiroku,Action,OVA,1,6.31,633,,
5952,309,Akahori Gedou Hour Rabuge,"Comedy, Magic, Parody",TV,13,6.3,3271,,
5953,7610,Anju to Zushioumaru,"Fantasy, Historical",Movie,1,6.3,637,,
5954,6095,Azuki-chan the Movie,"Comedy, Romance, Shoujo, Slice of Life",Movie,1,6.3,390,,
5955,1542,Brain Powerd,"Action, Adventure, Mecha, Sci-Fi",TV,26,6.3,5058,https://img.zorores.com/_r/300x400/100/39/04/39043edc8aa72dd13f4ada1b3b326f08/39043edc8aa72dd13f4ada1b3b326f08.jpg,['SUB']
5956,1828,Catblue: Dynamite,"Action, Fantasy",ONA,1,6.3,1311,,
5957,2019,DNA Sights 999.9,"Action, Adventure, Drama, Sci-Fi",OVA,1,6.3,1048,https://img.zorores.com/_r/300x400/100/a4/76/a47698abeb0c27f568627d88e6b85f35/a47698abeb0c27f568627d88e6b85f35.jpg,"['SUB', 'DUB']"
5958,3808,Futari Daka,"Cars, Shounen, Sports",TV,36,6.3,234,,
5959,8152,Gegege no Kitarou (1985 Movie),"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.3,232,,
5960,13993,Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,1,6.3,1746,,
5961,21809,Kenzen Robo Daimidaler,"Comedy, Ecchi, Mecha, Seinen",TV,12,6.3,33059,,
